MST code,Citizenship,Dept,Dept name,App. Status,Time App. Started,Date App. Started,Transfer date,App year,Inquiry
050000393378,Syrian Arab Republic,INTR,Department of International Relations,Submitted via Web (PAID),18:32:52,2022-10-01,2023-01-24,2023/24,
050000393573,United States of America,DSPS,"Doctoral School of Political Science, Public Policy, and International Relations",Submitted via Web (PAID),11:12:22,2022-10-23,2022-12-05,2023/24,
050000393678,Pakistan,LEGS,Department of Legal Studies,Submitted via Web (PAID),13:55:34,2022-09-23,2022-12-08,2023/24,
050000393678,Pakistan,DOPP,Department of Public Policy,Submitted via Web (PAID),08:03:16,2022-12-04,2022-12-09,2023/24,
050000393678,Pakistan,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),17:09:41,2023-01-30,2023-01-30,2023/24,
050000393756,Turkey,DNDS,Department of Network and Data Science,Submitted via Web (PAID),15:54:54,2022-10-05,2022-12-21,2023/24,
050000393787,Austria,UGS,Undergraduate Studies,Submitted via Web (PAID),19:43:10,2023-01-10,2023-01-12,2023/24,
050000393889,Sri Lanka,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),06:29:39,2023-01-22,2023-01-22,2023/24,
050000393951,Pakistan,INTR,Department of International Relations,Submitted via Web (PAID),17:18:11,2023-02-16,2023-02-17,2023/24,
050000393952,United States of America,UGS,Undergraduate Studies,Submitted via Web (PAID),16:57:30,2022-10-05,2022-11-03,2023/24,
050000393956,Japan,UGS,Undergraduate Studies,Submitted via Web (PAID),03:39:01,2022-11-08,2023-02-06,2023/24,
050000393986,China,GENS,Department of Gender Studies,Submitted via Web (PAID),11:14:54,2022-09-22,2022-10-12,2023/24,
050000393419,Belgium,LEGS,Department of Legal Studies,Submitted via Web (PAID),22:44:02,2022-09-24,2023-01-31,2023/24,LEGSSTUDYP
050000393419,Belgium,GENS,Department of Gender Studies,Submitted via Web (PAID),16:30:03,2023-01-23,2023-01-24,2023/24,LEGSSTUDYP
050000394085,Ukraine,INTR,Department of International Relations,Submitted via Web (PAID),22:41:37,2022-10-16,2023-01-30,2023/24,
050000368427,Romania,SOCL,Department of Sociology and Social Anthropology,Submitted via Web (PAID),00:55:45,2022-11-11,2023-01-31,2023/24,HIST
050000394179,United Kingdom,HIST,Department of History,Submitted via Web (PAID),13:26:33,2022-11-05,2023-02-02,2023/24,
050000394237,Japan,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),01:38:30,2022-11-19,2023-01-12,2023/24,
050000394237,Japan,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),07:28:29,2023-01-09,2023-01-18,2023/24,
050000394260,Jordan,HIST,Department of History,Submitted via Web (PAID),08:04:49,2023-01-12,2023-01-26,2023/24,
050000394260,Jordan,HIST,Department of History,Submitted via Web (PAID),09:07:05,2022-11-13,2023-01-26,2023/24,
050000394266,Netherlands,HIST,Department of History,Submitted via Web (PAID),15:17:41,2022-10-25,2023-02-02,2023/24,
050000394271,Germany,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),18:17:05,2023-02-27,2023-02-28,2023/24,
050000394271,Germany,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),09:29:37,2022-12-06,2023-02-28,2023/24,
050000394272,China,GENS,Department of Gender Studies,Submitted via Web (PAID),22:08:26,2022-10-10,2023-01-31,2023/24,
050000394272,China,GENS,Department of Gender Studies,Submitted via Web (PAID),01:43:00,2022-11-16,2023-01-31,2023/24,
050000394324,India,DOPP,Department of Public Policy,Submitted via Web (PAID),12:58:18,2022-11-11,2023-01-13,2023/24,
050000394331,Myanmar,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),15:20:05,2022-11-30,2023-01-25,2023/24,
050000394333,Serbia,LEGS,Department of Legal Studies,Submitted via Web (PAID),13:41:45,2022-10-12,2023-02-06,2023/24,
050000394341,Hungary,UGS,Undergraduate Studies,Submitted via Web (PAID),21:43:39,2022-10-29,2023-01-18,2023/24,
050000394356,Uzbekistan,DSPS,"Doctoral School of Political Science, Public Policy, and International Relations",Submitted via Web (PAID),23:11:37,2022-09-23,2023-02-01,2023/24,
050000394358,France,UGS,Undergraduate Studies,Submitted via Web (PAID),17:00:54,2022-09-25,2023-01-30,2023/24,
050000366318,Kenya,DOPP,Department of Public Policy,Submitted via Web (PAID),10:29:02,2023-01-19,2023-01-25,2023/24,
050000366318,Kenya,DOPP,Department of Public Policy,Submitted via Web (PAID),15:30:35,2022-09-25,2023-01-24,2023/24,
050000394368,United States of America,LEGS,Department of Legal Studies,Submitted via Web (PAID),16:32:57,2022-10-03,2023-01-25,2023/24,
050000394389,Poland,UGS,Undergraduate Studies,Submitted via Web (PAID),16:52:56,2023-03-27,2023-04-05,2023/24,
050000394389,Poland,UGS,Undergraduate Studies,Submitted via Web (PAID),10:53:37,2022-10-13,2023-01-25,2023/24,
050000394409,Germany,UGS,Undergraduate Studies,Submitted via Web (PAID),06:30:18,2022-09-26,2023-02-02,2023/24,
050000394418,Hungary,UGS,Undergraduate Studies,Submitted via Web (PAID),11:08:40,2023-01-08,2023-02-02,2023/24,
050000393400,India,LEGS,Department of Legal Studies,Submitted via Web (PAID),16:09:18,2022-10-05,2023-01-17,2023/24,LEGS
050000394443,Germany,UGS,Undergraduate Studies,Submitted via Web (PAID),23:48:29,2022-11-09,2023-01-12,2023/24,
050000394448,Bulgaria,PHIL,Department of Philosophy,Submitted via Web (PAID),11:26:46,2022-09-26,2023-02-03,2023/24,
050000394460,Russian Federation,SOCL,Department of Sociology and Social Anthropology,Submitted via Web (PAID),22:40:14,2023-01-10,2023-01-19,2023/24,
050000394470,Georgia,POLS,Department of Political Science,Submitted via Web (PAID),17:59:37,2023-01-16,2023-01-25,2023/24,
050000394479,India,HIST,Department of History,Submitted via Web (PAID),17:32:30,2022-12-06,2023-01-24,2023/24,
050000394479,India,HIST,Department of History,Submitted via Web (PAID),06:03:25,2022-12-07,2023-02-01,2023/24,
050000394484,Hungary,UGS,Undergraduate Studies,Submitted via Web (PAID),11:19:43,2022-10-22,2023-01-31,2023/24,
050000394484,Hungary,UGS,Undergraduate Studies,Submitted via Web (PAID),14:13:58,2023-01-23,2023-02-01,2023/24,
050000394497,India,DOPP,Department of Public Policy,Submitted via Web (PAID),17:34:17,2022-11-21,2022-11-28,2023/24,
050000394500,"Iran, Islamic Republic of",ECBS,Department of Economics and Business,Submitted via Web (PAID),00:22:36,2022-11-09,2022-11-15,2023/24,
050000394500,"Iran, Islamic Republic of",ECBS,Department of Economics and Business,Submitted via Web (PAID),22:06:31,2022-11-13,2022-11-15,2023/24,
050000394538,United States of America,UGS,Undergraduate Studies,Submitted via Web (PAID),23:38:39,2022-09-23,2023-01-30,2023/24,
,Bulgaria,MEDS,Department of Medieval Studies,Downloaded / Application Started,08:24:17,2023-09-21,,2023/24,
050000394559,China,HIST,Department of History,Submitted via Web (PAID),03:17:30,2023-01-30,2023-02-01,2023/24,
050000394601,United States of America,UGS,Undergraduate Studies,Submitted via Web (PAID),08:38:34,2022-10-10,2023-01-26,2023/24,
050000394609,Egypt,UGS,Undergraduate Studies,Submitted via Web (PAID),04:27:18,2022-09-26,2023-01-26,2023/24,
050000394625,China,GENS,Department of Gender Studies,Submitted via Web (PAID),10:37:07,2022-10-09,2023-01-30,2023/24,
050000394641,Kazakhstan,UGS,Undergraduate Studies,Submitted via Web (PAID),03:25:11,2022-09-29,2022-10-24,2023/24,
050000258374,Kenya,ECBS,Department of Economics and Business,Submitted via Web (PAID),12:41:50,2022-11-26,2023-01-04,2023/24,
050000316153,Hungary,DSPS,"Doctoral School of Political Science, Public Policy, and International Relations",Submitted via Web (PAID),16:53:18,2022-09-26,2023-02-02,2023/24,
050000394741,Pakistan,DOPP,Department of Public Policy,Submitted via Web (PAID),15:35:55,2022-10-07,2023-01-04,2023/24,
050000394756,China,DOPP,Department of Public Policy,Submitted via Web (PAID),12:57:57,2022-10-09,2022-10-11,2023/24,
050000394757,Cameroon,PHIL,Department of Philosophy,Submitted via Web (PAID),22:40:06,2022-11-27,2023-01-03,2023/24,
050000394766,Philippines,HIST,Department of History,Submitted via Web (PAID),17:26:20,2022-09-22,2023-02-02,2023/24,
050000394802,India,DOPP,Department of Public Policy,Submitted via Web (PAID),15:32:40,2022-12-23,2022-12-27,2023/24,
050000394803,Pakistan,ECBS,Department of Economics and Business,Submitted via Web (PAID),11:58:59,2022-10-06,2022-10-11,2023/24,
050000394810,United States of America,DNDS,Department of Network and Data Science,Submitted via Web (PAID),01:34:05,2022-10-05,2022-10-14,2023/24,
050000394812,Mexico,HIST,Department of History,Submitted via Web (PAID),08:54:24,2022-12-29,2023-02-09,2023/24,
050000394817,Pakistan,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),13:52:16,2023-01-30,2023-02-01,2023/24,
050000394818,Japan,DOPP,Department of Public Policy,Submitted via Web (PAID),08:17:34,2022-12-03,2022-12-07,2023/24,
050000394818,Japan,INTR,Department of International Relations,Submitted via Web (PAID),05:33:16,2022-12-03,2022-12-07,2023/24,
050000394818,Japan,NATI,Nationalism Studies Program,Submitted via Web (PAID),08:42:51,2022-12-03,2022-12-07,2023/24,
050000394818,Japan,POLS,Department of Political Science,Submitted via Web (PAID),07:49:25,2022-12-03,2022-12-07,2023/24,
050000394818,Japan,DOPP,Department of Public Policy,Submitted via Web (PAID),08:29:45,2022-12-03,2022-12-07,2023/24,
050000394836,Czech Republic,HIST,Department of History,Submitted via Web (PAID),09:04:33,2023-01-07,2023-01-30,2023/24,
050000394836,Czech Republic,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),16:51:40,2023-01-24,2023-01-30,2023/24,
050000394843,United States of America,INTR,Department of International Relations,Submitted via Web (PAID),20:39:33,2022-10-02,2022-11-29,2023/24,
050000394851,United Kingdom,SLTG,Source Language Teaching Group,Submitted via Web (PAID),17:09:27,2023-09-20,2023-09-20,2023/24,
050000375518,Georgia,POLS,Department of Political Science,Submitted via Web (PAID),09:03:56,2023-01-31,2023-02-06,2023/24,LAC-GEO
050000394884,Brazil,HIST,Department of History,Submitted via Web (PAID),10:38:56,2022-11-05,2023-01-30,2023/24,
050000394885,Austria,INTR,Department of International Relations,Submitted via Web (PAID),23:50:28,2023-01-24,2023-01-30,2023/24,
050000394885,Austria,ECBS,Department of Economics and Business,Submitted via Web (PAID),05:20:00,2022-10-25,2023-01-30,2023/24,
050000394909,Afghanistan,UGS,Undergraduate Studies,Submitted via Web (PAID),21:25:04,2022-11-06,2023-01-24,2023/24,
050000394910,Azerbaijan,LEGS,Department of Legal Studies,Submitted via Web (PAID),17:11:34,2022-11-11,2023-01-24,2023/24,
050000394922,Azerbaijan,UGS,Undergraduate Studies,Submitted via Web (PAID),13:46:47,2022-09-24,2023-02-02,2023/24,
050000394926,India,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),06:23:20,2022-12-29,2023-01-13,2023/24,
050000394940,Hong Kong,HIST,Department of History,Submitted via Web (PAID),20:51:46,2022-09-25,2022-11-29,2023/24,
050000394949,Georgia,GENS,Department of Gender Studies,Submitted via Web (PAID),00:21:47,2023-01-24,2023-01-25,2023/24,
050000394949,Georgia,DOPP,Department of Public Policy,Submitted via Web (PAID),21:30:51,2023-01-31,2023-02-01,2023/24,
050000394949,Georgia,DSPS,"Doctoral School of Political Science, Public Policy, and International Relations",Submitted via Web (PAID),00:32:11,2023-01-23,2023-02-01,2023/24,
050000394949,Georgia,DSPS,"Doctoral School of Political Science, Public Policy, and International Relations",Submitted via Web (PAID),01:13:10,2023-01-19,2023-02-01,2023/24,
050000394986,Russian Federation,ECBS,Department of Economics and Business,Submitted via Web (PAID),21:49:36,2022-09-27,2022-10-13,2023/24,
050000394989,Azerbaijan,SLTG,Source Language Teaching Group,Submitted via Web (PAID),11:25:44,2023-09-15,2023-09-15,2023/24,
050000395010,Hungary,DOPP,Department of Public Policy,Submitted via Web (PAID),12:02:17,2022-11-03,2022-11-10,2023/24,
050000395030,Georgia,UGS,Undergraduate Studies,Submitted via Web (PAID),16:11:01,2022-11-25,2023-01-20,2023/24,
050000395048,Germany,UGS,Undergraduate Studies,Submitted via Web (PAID),14:26:17,2022-09-28,2023-01-23,2023/24,
050000395081,Ukraine,SPEP,Special and Extension Programs,Submitted via Web (PAID),18:56:06,2023-09-21,2023-09-21,2023/24,
050000395082,Croatia,ECBS,Department of Economics and Business,Submitted via Web (PAID),10:38:04,2022-10-12,2022-10-17,2023/24,
050000390707,Ukraine,HIST,Department of History,Submitted via Web (PAID),19:51:12,2023-02-01,2023-02-03,2023/24,
050000395089,Ukraine,SPEP,Special and Extension Programs,Downloaded / Application Started,12:04:51,2023-09-20,,2023/24,
050000395107,Ukraine,SPEP,Special and Extension Programs,Submitted via Web (PAID),20:23:11,2023-09-22,2023-09-22,2023/24,
050000395111,Ukraine,SPEP,Special and Extension Programs,Submitted via Web (PAID),20:48:26,2023-09-18,2023-09-18,2023/24,
050000395174,United States of America,UGS,Undergraduate Studies,Submitted via Web (PAID),20:25:02,2022-12-15,2023-02-06,2023/24,
050000395195,Austria,PHIL,Department of Philosophy,Submitted via Web (PAID),21:25:34,2023-01-30,2023-02-01,2023/24,
050000395195,Austria,DSPS,"Doctoral School of Political Science, Public Policy, and International Relations",Submitted via Web (PAID),16:47:09,2023-01-22,2023-02-01,2023/24,
050000395202,Afghanistan,DNDS,Department of Network and Data Science,Submitted via Web (PAID),20:15:03,2022-09-24,2022-10-04,2023/24,
050000395223,Nepal,SOCL,Department of Sociology and Social Anthropology,Submitted via Web (PAID),07:18:28,2022-09-23,2022-09-28,2023/24,
050000395238,Ukraine,SPEP,Special and Extension Programs,Submitted via Web (PAID),16:01:37,2023-09-23,2023-09-23,2023/24,
050000395244,Ukraine,SPEP,Special and Extension Programs,Submitted via Web (PAID),12:20:34,2023-09-20,2023-09-20,2023/24,
050000394807,Ukraine,LEGS,Department of Legal Studies,Submitted via Web (PAID),20:38:17,2022-12-12,2023-01-04,2023/24,LEGS
050000395248,Hungary,ECBS,Department of Economics and Business,Submitted via Web (PAID),20:56:16,2022-09-23,2022-10-04,2023/24,
050000395251,Nigeria,GENS,Department of Gender Studies,Submitted via Web (PAID),02:42:45,2023-02-01,2023-02-01,2023/24,
050000395251,Nigeria,DSPS,"Doctoral School of Political Science, Public Policy, and International Relations",Submitted via Web (PAID),18:29:55,2023-01-06,2023-01-06,2023/24,
050000395251,Nigeria,DSPS,"Doctoral School of Political Science, Public Policy, and International Relations",Submitted via Web (PAID),22:25:55,2022-09-23,2022-11-28,2023/24,
050000395256,Pakistan,DOPP,Department of Public Policy,Submitted via Web (PAID),03:01:08,2022-10-12,2023-01-31,2023/24,
050000395256,Pakistan,DOPP,Department of Public Policy,Submitted via Web (PAID),02:56:08,2022-09-24,2023-01-31,2023/24,
050000395257,Kazakhstan,ECBS,Department of Economics and Business,Submitted via Web (PAID),07:18:39,2022-09-24,2023-02-02,2023/24,
050000395261,Ukraine,SPEP,Special and Extension Programs,Submitted via Web (PAID),20:25:03,2023-09-26,2023-09-26,2023/24,
050000395276,Ukraine,SPEP,Special and Extension Programs,Submitted via Web (PAID),13:47:59,2023-09-19,2023-09-26,2023/24,
050000395293,Pakistan,INTR,Department of International Relations,Submitted via Web (PAID),12:38:32,2022-10-16,2022-10-18,2023/24,
050000395311,Japan,DOPP,Department of Public Policy,Submitted via Web (PAID),09:55:16,2022-09-25,2023-01-17,2023/24,
050000395312,Pakistan,ECBS,Department of Economics and Business,Submitted via Web (PAID),11:01:13,2022-09-25,2022-09-28,2023/24,
,Pakistan,INTR,Department of International Relations,Submitted via Web (PAID),16:10:56,2022-09-25,2022-12-29,2023/24,
,Pakistan,INTR,Department of International Relations,Submitted via Web (PAID),21:28:27,2022-09-25,2022-12-29,2023/24,
,Pakistan,NATI,Nationalism Studies Program,Submitted via Web (PAID),21:17:14,2022-09-25,2022-12-02,2023/24,
,Pakistan,POLS,Department of Political Science,Submitted via Web (PAID),19:55:45,2022-11-30,2022-12-02,2023/24,
,Pakistan,POLS,Department of Political Science,Submitted via Web (PAID),15:06:29,2022-09-25,2022-12-02,2023/24,
050000395334,Russian Federation,POLS,Department of Political Science,Submitted via Web (PAID),18:42:30,2022-09-25,2023-02-01,2023/24,
050000395356,United States of America,UGS,Undergraduate Studies,Submitted via Web (PAID),00:02:48,2022-09-26,2023-01-04,2023/24,
050000395365,China,DOPP,Department of Public Policy,Submitted via Web (PAID),16:13:06,2022-11-10,2022-11-15,2023/24,
050000395365,China,DOPP,Department of Public Policy,Submitted via Web (PAID),08:16:35,2022-09-26,2022-11-15,2023/24,
050000395372,India,GENS,Department of Gender Studies,Submitted via Web (PAID),06:01:45,2022-09-29,2023-01-26,2023/24,
050000395385,Dominican Republic,UGS,Undergraduate Studies,Submitted via Web (PAID),15:38:26,2022-09-26,2022-12-01,2023/24,
050000395393,Brazil,DOPP,Department of Public Policy,Submitted via Web (PAID),23:53:56,2022-09-26,2022-11-30,2023/24,
050000395395,Canada,GENS,Department of Gender Studies,Submitted via Web (PAID),01:01:36,2022-09-27,2022-12-21,2023/24,
050000359630,China,GENS,Department of Gender Studies,Submitted via Web (PAID),10:16:52,2022-09-27,2023-02-03,2023/24,MEDS
050000359630,China,GENS,Department of Gender Studies,Submitted via Web (PAID),10:19:40,2022-09-27,2023-02-03,2023/24,MEDS
050000395411,Italy,NATI,Nationalism Studies Program,Submitted via Web (PAID),14:30:35,2022-09-27,2022-12-21,2023/24,
050000275237,Kosovo,LEGS,Department of Legal Studies,Submitted via Web (PAID),02:47:46,2022-09-28,2023-02-06,2023/24,
050000395445,India,LEGS,Department of Legal Studies,Submitted via Web (PAID),04:37:09,2022-09-28,2022-10-24,2023/24,
050000395449,Ghana,GENS,Department of Gender Studies,Submitted via Web (PAID),08:32:59,2022-09-28,2022-10-11,2023/24,
050000395469,Pakistan,DOPP,Department of Public Policy,Submitted via Web (PAID),14:50:07,2023-01-26,2023-01-30,2023/24,
050000395469,Pakistan,INTR,Department of International Relations,Submitted via Web (PAID),17:23:31,2022-09-28,2023-01-25,2023/24,
050000395469,Pakistan,POLS,Department of Political Science,Submitted via Web (PAID),07:27:46,2022-12-18,2023-01-26,2023/24,
050000395482,Turkey,ECBS,Department of Economics and Business,Submitted via Web (PAID),13:43:21,2023-01-24,2023-02-02,2023/24,
050000395499,Kazakhstan,DOPP,Department of Public Policy,Submitted via Web (PAID),14:39:51,2022-09-29,2023-02-02,2023/24,
050000395499,Kazakhstan,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),22:46:16,2023-01-28,2023-01-31,2023/24,
050000395499,Kazakhstan,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),20:15:38,2023-01-28,2023-01-31,2023/24,
050000395517,United States of America,INTR,Department of International Relations,Submitted via Web (PAID),04:30:05,2022-09-30,2023-01-20,2023/24,
050000395520,United States of America,PHIL,Department of Philosophy,Submitted via Web (PAID),06:27:02,2022-09-30,2023-01-17,2023/24,
050000360131,"Iran, Islamic Republic of",ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),11:43:29,2022-10-01,2022-10-04,2023/24,STI
050000395546,China,LEGS,Department of Legal Studies,Submitted via Web (PAID),07:56:19,2023-01-19,2023-01-19,2023/24,
050000395549,Bosnia and Herzegovina,GENS,Department of Gender Studies,Submitted via Web (PAID),16:04:33,2023-01-26,2023-02-06,2023/24,
050000395551,Myanmar,POLS,Department of Political Science,Submitted via Web (PAID),15:23:49,2022-10-01,2023-02-01,2023/24,
050000395551,Myanmar,DOPP,Department of Public Policy,Submitted via Web (PAID),15:28:08,2023-01-02,2023-02-01,2023/24,
050000395569,Montenegro,DSPS,"Doctoral School of Political Science, Public Policy, and International Relations",Submitted via Web (PAID),10:12:44,2022-10-02,2023-02-01,2023/24,
050000395578,Nigeria,GENS,Department of Gender Studies,Submitted via Web (PAID),14:42:28,2022-10-02,2022-10-17,2023/24,
050000395579,India,INTR,Department of International Relations,Submitted via Web (PAID),14:57:08,2022-10-02,2022-10-12,2023/24,
050000395582,Hungary,ECBS,Department of Economics and Business,Submitted via Web (PAID),17:02:34,2022-10-02,2022-12-21,2023/24,
050000395583,Ireland,LEGS,Department of Legal Studies,Submitted via Web (PAID),17:39:20,2022-10-02,2022-12-16,2023/24,
050000395592,Syrian Arab Republic,SLTG,Source Language Teaching Group,Submitted via Web (PAID),13:42:14,2023-09-20,2023-09-20,2023/24,
050000395593,Russian Federation,HIST,Department of History,Submitted via Web (PAID),22:53:27,2022-10-02,2023-01-17,2023/24,
050000395595,United States of America,HIST,Department of History,Submitted via Web (PAID),00:23:19,2022-10-03,2023-01-31,2023/24,
050000395595,United States of America,HIST,Department of History,Submitted via Web (PAID),21:30:43,2023-03-07,2023-03-09,2023/24,
050000395598,China,DOPP,Department of Public Policy,Submitted via Web (PAID),04:10:00,2022-10-03,2022-10-24,2023/24,
